0,0.5460992907801419
1,0.5460992907801419
2,0.5460992907801419
3,0.5460992907801419
4,0.5460992907801419
5,0.5460992907801419
6,0.7375886524822695
7,0.5460992907801419
8,0.5460992907801419
9,0.0
10,0.5460992907801419
11,0.5460992907801419
12,1.0
13,0.5460992907801419
14,0.5460992907801419
15,0.5460992907801419
16,0.5460992907801419
17,0.5460992907801419
18,0.5460992907801419
19,0.5460992907801419
20,0.5460992907801419
21,0.5460992907801419
22,0.0
23,0.5460992907801419
24,0.5460992907801419
25,0.5460992907801419
26,0.5460992907801419
27,0.5460992907801419
28,0.5460992907801419
29,0.5460992907801419
